Claim Description,Coverage Code,Accident Source,topic,probability,topic_name
IV WAS PARKED UNOCCUPIED WHEN AN OV BACK INTO THE IV. THE IV      INCURRED A DENT TO THE FRONT P/S DOOR. THERE WERE NO INJURIES     REPORTED.,AP,Sideswipe or lane change,1,1.0,Slip / Trip / Fall
OV STOPPED FOR TRAFFIC AND IV UNABLE TO STOP AND STRUCK REAR OF   OV.,AD,Struck vehicle in rear,4,0.6202809801063325,Vehicle Damage While Driving
OTHER - UNKNOWN,AP,Windshield,-1,0.0,Miscellaneous / Noise
CLIENT HIT PARKED THIRD PARTY  VEHICLE,AD,Insured Hit Parked TP,5,0.3756795758504061,Third Party Reversing
"IV WAS TRAVELLING N ON I 94, APPROACHING THE ON RAMP IN THE LEFT  LANE. IT CHANGED LANES AND STRUCK THE OV, KNOCKING IT OFF THE     ROAD. THE OV INCURRED DAMAGE TO THE FRONT BUMPER AND D/S FENDER   AND DOOR. IV INCURRED DAMAGE TO P/S FRONT BUMPER AND FENDER. THEREWERE NO INJURIES REPORTED.",AD,Sideswipe or lane change,-1,0.0,Miscellaneous / Noise
FIRST RECEIVED AN LOR FOR THIS CL,AB,Struck vehicle in rear,-1,0.0,Miscellaneous / Noise
V1 STRUCK V2 IN INTERSECTION,AB,Intersection accident,11,1.0,Rock / Windshield Crack
CLAIMANT ALLEGES THAT WHILE ENTERING THE MEN'S RESTROOM A METAL   PIECE FROM THE DOOR FEEL AND STRUCK HIS HEAD CAUSING AN INJURY.,GB,Alleged improper maintenance - other,0,1.0,Rear-End Collision (IV hits OV)
BUS TAIL END HIT POLE AT SCHOOL WHEN LEAVING FROM SCHOOL. INCIDENTOCCURRED ON 09/07/2022,AB,Struck animal or object,8,0.9519926592513785,Police / Driveway Incidents
THE IV STRUCK A BRIDGE LOST CONTROL AND STRUCK A PARKED VEHICLE.,AD,Sideswipe or lane change,1,1.0,Slip / Trip / Fall
"CUSTOMER CLAIMS WHILE TRYING TO GET A BOX OF CAT LITTER OFF THE   PALLET, THE HANDLE BROKE AND SHE FELL BACKWARDS HITTING HER RIGHT ELBOW ON THE FLOOR.",GB,Merchandise,0,0.8553215990072611,Rear-End Collision (IV hits OV)
CHILD BUMPED HER FOREHEAD WHILE PLAYING ON THE PLAYGROUND;        SUFFERED LACERATION.,PM,"Alleged lack of supv., park, playground",0,0.9618513118421815,Rear-End Collision (IV hits OV)
VEH1 WAS DRIVING ON THE HIGHWAY WHEN THEY CAME TO A STANDSTILL    TRAFFIC THEN ALL OF A SUDDEN VEH2 HIT VEH1 FROM THE REAR WHILE    BEING STOPEED AT THE EXPRESSWAY. VEH1 - MARY KAY VEH2 - OTHER     VEHICLE,AM,Our vehicle struck in rear,11,0.794051608540052,Rock / Windshield Crack
IV AND OV COLLIDED WHILE TURNING,AD,Sideswipe or lane change,4,0.8374989459363646,Vehicle Damage While Driving
CUST STATES DURING THE STORM A CARTT HIT THE BACK OF HER CAR      CAUSING DAMAGE,GD,Cart,-1,0.0,Miscellaneous / Noise
PROPERTY LOSS,IM,Not Otherwise Classified,-1,0.0,Miscellaneous / Noise
CLAIMANT ALLEGES SHE TRIPPED OVER HOSE IN LANDSCAPING AREA WHILE  APPROACHING THE PALM MEDICAL BUILDING.,GB,Alleged improper maintenance - other,0,1.0,Rear-End Collision (IV hits OV)
CLIENT REAR ENDED ANOTHER VEHICLE,AB,Struck vehicle in rear,2,0.6398675323285911,Water Damage / Frozen Pipes
"EE WAS DRIVING 218-1208 ""CHEV 2500"".EE WENT THROUGH AN            INTERSECTION WHEN OV RAN STOP LIGHT AND MADE CONTACT WITH COV.    POLICE WERE CALLED TO THE SCENE. NO INJURIES WERE REPORTED FOR    EITHER COMPANY EMPLOYEE. OV DRIVER WAS TRANSPORTED TO HOSPITAL FOROBSERVATION. OV SUSTAINED DAMAGES TO THE ENTIRE FRONT OF THE      VEHICLE. OV WAS TOWED FROM THE SCENE. COV SUSTAINED DAMAGES TO THEPASSENGER SIDE BACK QUARTER PANEL AND PASSENGER SIDE BACK CAB     DOOR. COV CAN BE SEEN AT 5112 NEAL ROA",AD,Intersection accident,-1,0.0,Miscellaneous / Noise
CLMT SYLVIA MEIGHAN SLIPPED AND FELL ON SLIPPERY AREA OF FLOOR AS SHE WAS EXITING STORE LOBBY AT LOC: 300 WEST 145TH ST NY NY.,GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
IV TURNED LEFT IN FRONT OF OV,AD,Vehicle Accident,4,1.0,Vehicle Damage While Driving
CUSTOMER ALLEGED THAT SHE HAD BAD STOMACH AND EXPERIENCED DIARRHEAWITHIN 20 MINUTES OF CONSUMING THE SMOOTHIE SHE MADE WITH THE SUN WARRIOR COLLAGEN BUILDING PROTEIN PEPTIDES SHE PURCHASED IN STORE.,PA,Alleged contamination or spoilage,0,1.0,Rear-End Collision (IV hits OV)
CLAIMANT DROVE OVER POTHOLE CAUSING VEHICLE DAMAGE,GD,Pothole,9,0.6646519513968349,Pothole / Road Hazard
CUSTOMER STATES SHE STEPPED ON BROKEN GLASS,GB,Alleged Negligent Act,0,0.9082817647307128,Rear-End Collision (IV hits OV)
AARON WAS MAKING A LEFT TURN ONTO N. GIBBS ST FROM ADAMS WHILE HE WAS TURNING THERE WAS A LOW BRANCH THAT WAS IN AARON BLIND SPOT   AND WHILE HE WAS TURNING HE STRUCK THE BRACH AND DAMAGE THE       TRAILER UPPER PASSENGER SIDE OF THE REEFER.,AP,Other - comprehensive,2,0.8143780461003729,Water Damage / Frozen Pipes
"ASSIGNED MATTER TO ELIZABETH KOLAR, ESQ                           WARRANTY/CONTRACT",GO,Alleged Negligent Act,-1,0.0,Miscellaneous / Noise
FERGUSON-FLORISSANT R-II SCHOOL DISTRICT - TEACHERS CAR WAS       SCRATCHED OVER THE COURSE OF THE SCHOOL DAY,GD,Not Otherwise Classified,8,0.8684134636114961,Police / Driveway Incidents
CV STRUCK STREET PARKED IV.,AD,Our vehicle struck while parked,-1,0.0,Miscellaneous / Noise
GUEST GOT HIS FINGERS STUCK IN BETWEEN ELEVATOR DOORS AS THEY WERECLOSING.,PM,Alleged improper maintenance - other,0,1.0,Rear-End Collision (IV hits OV)
"LOCATION : GOLD MINE ROAD|GFL DRIVER SPEED: 50 KMH (80 KMH LIMIT)||PICK UP TRUCK DRIVER OVERSPEEDS TO PASS A CAR AND LOOSE CONTROL  GOING OVER CORNER AND STRUCK THE GFL FRONT END, THE GUY SEEMED    HIGH BY OUR DRIVER , THERE WAS PASSENGER INSIDE PICK UP TRUCK|    |DRIVES OF DODGE WALKS TO OUR DRIVER TELLS HIM "" I HAVE NO        INSURANCE FOLLOW ME I LIVE DOWN THE ROAD"" AND FLEE THE SCENE AND  DURING THE FLEEING SCENE THE PART HE AGAIN STRUCK FUEL TANK AND   FRONT RIGHT TIRE ,  DRIVER OUT OF FR",DC,Our vehicle struck by runaway vehicle,2,0.7397092040675852,Water Damage / Frozen Pipes
"ALLEGED. THE CSP HIT THE CLAIMANTS BUSH AND DAMAGED THE RETAINING WALL WHILE BACKING UP. THERE WERE NO IN INJURIES, TOWS OR POLICE  INVOLVED.",AD,Backed into vehicle or object,7,0.9537141683876019,Food Poisoning / Restaurant Injury
PLAINTIFF ALLEGES INJURY CAUSED BY EMBEDDED BROKEN ARM OF PARAGARDIUD.,PA,"Alleged product loss, NOC",0,0.9293558409038579,Rear-End Collision (IV hits OV)
"IV TRAVELLING THROUGH GREEN LIGHT, OV MADE LEFT TURN COLLIDING    WITH IV",AD,Other vehicle turning left,4,1.0,Vehicle Damage While Driving
INSURED FAILED TO STOP AT INTERSECTION STRIKING FRONT VEHICLE ALSOOWNED BY INSURED CAUSING CHAIN REACTION COLLISION WITH THREE OTHERVEHICLES                                                                                                                            MWPK09344202                                                      10801130                                                          AB01,AB,Intersection accident,5,0.9712926524244886,Third Party Reversing
"WHILE IV WAS TRAVELING DOWN THE INTERSTATE, A ROCK SKIPPED OFF THEROADWAY AND STRUCK THE FRONT WINDSHIELD. DAMAGE TO THE IV ONLY. NOINJURIES.",AP,Windshield,-1,0.0,Miscellaneous / Noise
"ON NOVEMBER 4, 2022, MORE THAN ONE YEAR AFTER SHAH ALI HAD BEEN   ISSUED A LAND DISTURBANCE PERMIT (#LD21 000029) AND AFTER A       BUILDING PERMIT HAD BEEN ISSED (#CB20 000073), KEEDRA JACKSON.    DEPUTY DIRECTOR OF THE CITY'S PLANNING AND ZONING DEPARTMENT      ADVISED SHAH ALI THAT BECAUSE HIS PROPOSED DEVELOPMENT DID NOT    MEET THE REQUIREMENTS OF A TEXT AMENDMENT PASSED ON JULY 26, 2021,IT WOULD NEED TO APPLY FOR AND SECURE A SPECIAL LAND USE PERMIT   BEFORE A CERTIFICATE OF OCCUPANCY COUL",EO,Administrative Decision,3,0.4000821107175667,Small Property Damage
CHECK REQUEST THREE HUNDRED DOLLARS AND ZERO CENTS  221123 050293,PB,e-Commerce,3,0.4000821107175667,Small Property Damage
"SMALL PD THE IV DRIVER WAS PUSHING A CONTAINER THROUGH THE SERVICEROOM, WHEN THE CONTAINER MADE CONTACT WITH THE DOOR IT CAUSED     DAMAGE TO THE DOOR HANDLE AND FRAME. THERE IS NO DAMAGE TO THE    CONTAINER. THERE ARE NO INJURIES REPORTED.",AL,Struck dock/garage door,6,0.7733173564993189,School Bus / Student Accident
DRIVER SLID AND HIT ANOTHER VEHICLE.,AB,Head-on collision,2,1.0,Water Damage / Frozen Pipes
MEMBER KWANG PARK DAMAGED SECOND PRE SOAK ARCH WITH CAR. INSURANCEIS STATE FARM 011 7753-A05-75H. AWAITING QUOTE FOR REPAIRS.,RB,"Vehicle - tractor, for semi trailer",5,0.35668951647385255,Third Party Reversing
"DRIVER SIDE MIRROR COVER WAS RIPPED OFF IN THE CAR WASH, UNABLE TOLOCATE THE COVER INSIDE TUNNEL. MEMBER CAME BACK DAYS LATER.",GD,Car Wash,-1,0.0,Miscellaneous / Noise
DAMAGE WAS CAUSED TO THE ENTRANCE DOOR AND TWO WINDOWS BY A       VEHICLE DRIVEN BY AN INTOXICATED CUSTOMER.,RB,Not Otherwise Classified,14,1.0,Hot Coffee / Beverage Burn
INSURED VEHICLE DRIVEN OVER THIRD PARTY PROPERTY CAUSING PROPERTY DAMAGE,AD,Driven over TP Property,5,0.9825782384308465,Third Party Reversing
JAMES BERNSTEIN CLAIMS THAT HE SLIPPED INSIDE THE MEN'S CUSTOMER  RESTROOM STALL WHEN HE WAS ON THE TOILET. HE SAID THAT SOMEONE    KNOCKED ON THE RESTROOM ENTRANCE DOOR AND IT STARTLED HIM. HE SAIDTHERE WAS A PUDDLE OF WATER ON THE FLOOR THAT CAUSED THE SLIP AND THAT HE HIT HIS HEAD WITH THE METAL ACCESSIBILITY HAND BAR NEXT TOTHE TOILET.,GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
WIND CAUSED OUR TRACTOR AND TRAILER TO ROLL OVER. POTENTIAL       INJURIES TO CO-DRIVER. EMERGENCY CREWS ON SCENE RIGHT NOW. DRIVER OF VEHICLE WAS OMAR ISHTIAQ KAYANI. CO-DRIVER WAS KIANI FAISAL.   CO-DRIVER IS HEADING TO HOSPITAL RIGHT NOW.,BL,Windstorm,2,0.8376746840712259,Water Damage / Frozen Pipes
THE IV REAR-ENDED THE OV AT AN INTERSECTION. THE IV D/S FRONT     BUMPER INCURRED DAMAGE. THE OV REAR BUMPER AND TAILGATE INCURRED  DAMAGE. THERE WERE NO INJURIES REPORTED.,AD,Struck vehicle in rear,1,1.0,Slip / Trip / Fall
THE IV WAS DRIVING WHEN A ROCK HIT IT. THE WINDSHIELD HAS A CRACK THAT IS STARTING TO SPREAD. NO INJURIES REPORTED.,AP,Other - comprehensive,-1,0.0,Miscellaneous / Noise
PLAINTIFF ALLEGES PRESSURE COOKER CAUSED BURNS TO HER BODY.,PA,"Alleged product loss, NOC",15,1.0,Rear-End Collision (Client hits others)
THE IV PARKED TOO CLOSELY IN A PARKING LOT. WHEN OPENING THE DOOR IT STRUCK THE OV WHICH WAS PARKED AND OCCUPIED. THE OV INCURRED   P/S MIRROR DAMAGE. NO INJURIES WERE REPORTED.,AD,Vehicle - Door,1,1.0,Slip / Trip / Fall
SMALL PD IV WAS TURNING TO EXIT THE PARKING LOT AFTER SERVICING A CONTAINER WHEN THE D/S LOADING ARM STRUCK THE OV (PARKED VEHICLE  UNOCCUPIED). IV WAS NOT DAMAGED. OV INCURRED DAMAGE TO THE FRONT  GRILL AND AC CONDENSER. NO INJURIES WERE REPORTED.,AL,Struck parked vehicle,-1,0.0,Miscellaneous / Noise
"OUR DRIVER SWERVED OUT OF WAY OF CAR INFRONT, DID NOT NOTICE CAR  IN BLIND SPOT, SIDE SWIPED THAT VEHICLE. STILL WAITING FOR PLANT  MGR TO SUBMIT ACCIDENT REPORT, WILL SEND ONCE REC'D. OTHER PARTY  FINALLY REACHED OUT TO US",AB,Sideswipe or lane change,-1,0.0,Miscellaneous / Noise
"GUEST CLAIMS THEY WERE IN TOWN TO ATTEND WEDDING, HOWEVER, COULD  NOT ATTEND DUE TO BECOMING EXTREMELY ILL AFTER DINING WITH US.    GUEST SAW DOCTOR, CLAIMS TO HAVE BEEN DIAGNOSED WITH CAMPYLOBACTERINFECTION.  SUFFERED FOR FOLLOWING 2 MONTHS AND HAS NOT BEEN THE  SAME SINCE.  DID DINE AT THE HOTEL SHE STAYED AT.  CONSUMED A     COFFEE AND A CROISSANT.",PA,Alleged contamination or spoilage,0,0.9872901272820898,Rear-End Collision (IV hits OV)
THE CUSTOMER CLAIMS THAT SHE HAD FOOD POISONING AFTER CONSUMING   SALMON PASTA SALAD FROM THE HOT BAR.,PA,Food Product,0,1.0,Rear-End Collision (IV hits OV)
CLAIMANT PROPERTY STOLEN FROM BALLROOM.,GD,Alleged Negligent Act,5,0.25074342745545414,Third Party Reversing
CUSTOMER IS CLAIMING DAMAGE TO HER VEHICLE BECAUSE SHE TRIED TO GOAROUND A PARKED UPS VEHICLE,AB,Non-contact accident,5,0.24340549565486402,Third Party Reversing
UNKNOWN VANDALIZED COMPANY.  DRILLED A HOLE IN TANK AND REMOVED   FUEL FROM UNIT.,AP,Vandalism and Malicious Mischief - Prop.,-1,0.0,Miscellaneous / Noise
"THIS ACCIDENT OCCURRED ON INTERSTATE 40 WESTBOUND IN DICKSON, TN  INVOLVING 4 VEHICLES. THE HARDY BROTHERS INC. TRUCK WAS TRAVELING WEST ON I 40 IN CONGESTED TRAFFIC AND COLLIDED WITH A TRAILER THATWAS BEING TOWED BY A PICK UP TRUCK WHICH WAS STOPPED IN THE TRAVELLANE. THIS OCCURRED AT APPROXIMATELY 6:35 PM EST AND THE TRAILER  DID NOT HAVE OPERABLE TAIL LIGHTS. AFTER THE HARDY BROTHERS",AB,Struck vehicle in rear,2,0.9682720048038372,Water Damage / Frozen Pipes
A THIRD PARTY VENDOR WAS IN THE RESTAURANT AFTER HOURS INSTALLING NEW KDS TOUCH SCREENS AND HAD A HEART ATTACK.,GB,Non-contact accident,0,0.8701437922126147,Rear-End Collision (IV hits OV)
"SMALL PD IV WAS SERVICING A CAN, WHEN IV HAD STRUCK A MAILBOX WITHP/S OF IV CAUSING DAMAGE TO THE MAILBOX. THERE WERE NO INJURIES   REPORTED.",AL,Struck mailbox,6,1.0,School Bus / Student Accident
"SMALL PD. CUSTOMER ALLEGES, WHILE THE IV WAS SERVICING, THE IV    CAUSED DAMAGE TO THEIR CORRAL GATE, RESULTING IN A WOODEN PLATE TOBE KNOCKED OFF. THERE WAS NO DAMAGE TO THE IV WITH NO REPORTED    INJURIES.",AL,Struck dumpster enclosure,6,1.0,School Bus / Student Accident
CLAIMANT ALLEGES HE PURCHASED A SWEET TEA AND SOME FOOD IN THE    DRIVE THRU. HE STARTED DRINKING THE TEA ONCE HE GOT TO WORK AT    4:30AM AND BEGAN THROWING UP AROUND 4:50AM.,PA,Food Product,0,1.0,Rear-End Collision (IV hits OV)
INSURED WHILE DRIVING GOT HIT BY THIRD PARTY,AP,Hit in Rear by Third Party,5,1.0,Third Party Reversing
CAR TRAILER SIDE SWIPED MR. WILKINSON AS HE WAS GOING DOWN THE    HIGHWAY. CAR TRAILER DID NOT STOP. MR. WILKINSON STOPPED          IMMEDIATELY AND DID CALL THE POLICE TO REPORT THE INCIDENT.,AP,Sideswipe or lane change,2,0.879994186555901,Water Damage / Frozen Pipes
IV ALLEGEDLY R/E OV AMAZON TRAILER.,AD,Struck vehicle in rear,4,1.0,Vehicle Damage While Driving
IV STRUCK PARKED AND OCCUPIED TRUCK ON IT'S FRONT PASS SIDE BUMPERWITH REAR DRIVER'S SIDE OF TRAILER.  CONTRIBUTING FACTOR WAS AN   ILLEGALLY PARKED VEHICLE NEAR STOP SIGN AT INTERSECTION LIMITING  THE SPACE IV HAD TO OPERATE.  DAMAGE IS NOTED AS MINOR ON THE     POLICE REPORT,AB,Struck parked vehicle,1,0.9465527132729339,Slip / Trip / Fall
"MEDICAL EMERGENCY - GUEST CAME TO PICK UP RENTAL AND FELT DIZZY,  GASPING FOR AIR. CPR STARTED AND AED USED. EMS CAME AND TOOK THE  GUEST TO THE HOSPITAL.",GB,Health Hazard,0,0.9422846285406238,Rear-End Collision (IV hits OV)
"CLAIMANT ALLEGES HE ATE AT THE RESTAURANT AND SUSTAINED FOOD      POISONING.CLAIMANT HAD SYMPTOMS OF SEVERE NAUSEA, VOMITING AND    DIARRHEA.",PA,Alleged contamination or spoilage,0,1.0,Rear-End Collision (IV hits OV)
"THE IV WAS ATTEMPTING TO MAKE A RIGHT TURN, WHEN IT WAS SIDE      SWIPED BY THE OV, WHICH FLED THE SCENE.",AD,Sideswipe or lane change,4,0.8741736320198084,Vehicle Damage While Driving
E. SEKAS/GL/CLAIMANT ALLEGES SHE SUSTAINED INJURIES.,GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
"PROPERTY DAMAGED DESCRIPTION: MARISSA CALLED ME AT 11:05AM. SHE   SAID THAT WHILE SHE WAS SERVICING THE SECOND CART AT 200 W TINSLEYRD, ROBINSON, SHE HIT                                             THE MAILBOX AND KNOCKED IT INTO THE DITCH. I WENT TO THE CUSTOMERSHOUSE AND NO ONE WAS HOME. WM RM LEFT A CARD.",AL,Struck mailbox,-1,0.0,Miscellaneous / Noise
"CUSTOMER CALLED OUR DISTRICT MANAGER, TJ TELLEZ, ON NOVEMBER 22ND AND STATED THAT HER TRUCK BROKE DOWN WHILE SHE WAS DRIVING. WHEN  SHE TOOK HER TRUCK INTO THE SHOP, THEY NOTED THAT SMELLED DIESEL  FUEL AND RECOMMENDED CLEANING HER FUEL LINES. THEY DID CLEAN OUT  THE THE TANK AND FUEL LINE AND REPLACED THE SPARK PLUGS. ALICE IS LOOKING FOR COMPENSATION FOR REPAIRS.",GD,Alleged service or maint.- vendor/retailer,-1,0.0,Miscellaneous / Noise
"THIS IS AN ESTIMATE TO MAKE NECESSARY REPAIRS CAUSED BY WATER     DAMAGE THIS ESTIMATE IS GOOD FOR 30 DAYS FROM 3/30/2023 FOR THE   AMOUNT OF 100,483.94",RB,"Plumbing,Heating,AC,Discharge,Overflowing",3,0.9243330768198702,Small Property Damage
IV TURNING LEFT TO GO NORTH WHEN OV TRIED TO PASS IV              OTHER,AD,Sideswipe or lane change,4,0.9831325974029484,Vehicle Damage While Driving
OTHER VEHICLE TRIED TO GET IN FRONT OF HIM AND HIT FRONT DRIVER   SIDE. OTHER VEHICLE RAN OVER THE MEDIAN AND HIT A TREE.,AB,Sideswipe or lane change,2,0.9744701173218835,Water Damage / Frozen Pipes
PLAINTIFF ALLEGES INJURY CAUSED BY EMBEDDED BROKEN ARM OF PARAGARDIUD.,PA,"Alleged product loss, NOC",0,0.9095099498937824,Rear-End Collision (IV hits OV)
REFRIG RECALL EXPANSION/REFRIG DOOR DETACHMENT/ALLEGED MINOR      INJURY,PA,"Alleged design flaw, defect",-1,0.0,Miscellaneous / Noise
SMALL PDTHE CUST CLAIMS WHILE IV DRIVER WAS SERVICING THE CUST    LOCATION THAT DAMAGE WAS DONE TO THE ENCLOSURE FENCE AND THE PIPE CONNECTED TO THE GUTTER SYSTEM. NO INJURIES.,AL,Accidental disposal of property/object,6,0.6858418687589006,School Bus / Student Accident
"UPON MY ARRIVAL, I SPOKE WITH CPL. C. POLLARD, WHO STATED WHILE   TRAVELING EASTBOUND ON SOUTH FULTON PKWY IN HIS ASSIGNED PATROL   VEHICLE, A GRAY 2019 DODGE CHARGER BEARING GA. GV2933N VIN        2C3CDXAT5KH692505, AND AS HE WAS APPROACHING THE INTERSECTION OF  DERRICK RD., A VEHICLE SILVER 2013 HYUNDAI TUCSON BEARING GA TAG  RYL5440 VIN KM8JUCAC2DU723345 MADE A LEFT TURN FROM SOUTH FULTON  PKWY TO DERRICK RD CAUSING HIM TO COLLIDE WITH THE VEHICLE. IN THECOLLITION CPL. POLLARD CITY OF SOUTH F",AP,Intersection accident,-1,0.0,Miscellaneous / Noise
TRAFFIC STOPPED ABRUPTLY AND IV REAR ENDED OV IN FRONT.,AP,Struck vehicle in rear,4,0.8314209984014969,Vehicle Damage While Driving
"SMALL PD IV (CONTAINER) WAS DELIVERED AND BELIEVED TO BE LEFT ON ASLOPE. FOR REASONS NOT KNOWN THE IV (CONTAINER) ROLLED INTO THE   OV, WITH THE TRUNNION BAR STRIKING THE SLIDING DOOR WINDOW OF THE OV, CAUSING THE WINDOW TO SHATTER. THERE WERE NO INJURIES REPORTED",GL,Struck animal or object,6,0.9778913368181793,School Bus / Student Accident
SMALL PD. THE IV DRIVER WAS PULLING OVER THE IV TO SERVICE A      CUSTOMER'S LOCATION WHEN THE SIDE OF THE IV CAUGHT ON TO AN OPEN  MAILBOX LID. CAUSING THE MAILBOX TO TWIST OFF OF IT'S POST AS A   RESULT. THE IV INCURRED NO DAMAGE AND NO INJURIES HAVE BEEN       REPORTED.,AL,Struck mailbox,6,1.0,School Bus / Student Accident
MBR WAS GIVEN DEXTROAMPHETAMINE/AMPHETAMINE ER 15MG CAP INSTEAD OFPRESCRIBED DEXTROAMPHETAMINE ER 15MG CAP.,PL,Pharmacist,-1,0.0,Miscellaneous / Noise
"""OTHER DRIVER DRIFTED OVER YELLOW LINE, HITTING MY SIDE VIEW      MIRROR. DRIVER DID NOT STOP. IT WAS DARK AND RAINING. I COULD NOT IDENTIFY VEHICLE"".",AP,Not Otherwise Classified,2,0.9104476673180624,Water Damage / Frozen Pipes
"THE INSURED LOCATION HAD A LEAK TO THE ROOF CAUSING PLASTER DAMAGETO THE ENTRY WAY, DINING ROOM AND THE STAIR WELL.",RB,Rain,3,0.5008789533383723,Small Property Damage
IV CATALYTIC CONVERTER STOLEN.,AP,Theft,1,0.8641319570182389,Slip / Trip / Fall
CUSTOMER INDICATED SEVERAL OF HER CLOTHING ITEMS WERE DAMAGED     (SNAGGED) FROM THE EDGES OF THE MESH ELFA DRAWERS,PB,Alleged damage to property of others,-1,0.0,Miscellaneous / Noise
CLMNT STATES AIR OZONE MACHINE LEFT IN GST ROOM CAUSED BREATHING ISSUES. EMS WAS CALLED AND CLEARED GUEST.,GB,Chemicals - Property,0,0.8991512929561974,Rear-End Collision (IV hits OV)
A PERSON WHO WAS WANTED BY THE POLICE WAS RECOGNIZED WHILE INSIDE THE STORE AND ARRESTED.,GB,Alleged Negligent Act,0,0.9335868032482042,Rear-End Collision (IV hits OV)
FOUND APHIDS IN 2 OUT OF 4 PACKS OF EARTHBOUND FARMS SPRING MIX.  BBD:  2023-03-26 TFSJ069A07A11:19,PA,Alleged foreign object in product,0,1.0,Rear-End Collision (IV hits OV)
INJURED MEMBER SUSTAINED SWELLING TO THE LEFT HAND AFTER PULLING  OFFENDER IN HER DIRECTION BY THE MIDDLE OF THE HANDCUFFS TO       PREVENT A BATTERY. MEMBER RESPONDED TO AN ASSAULT IN              PROGRESS/DOMESTIC DISTURANCE.,NS,"Human Action, NOC",0,1.0,Rear-End Collision (IV hits OV)
CLAIMANT SUFFERED ACCIDENT DUE TO POTHOLE CAUSING BODILY INJURY.,GB,Pothole,9,0.542302823688137,Pothole / Road Hazard
"IV WAS STOPPED AT A RED LIGHT WHEN OV REAR ENDED IV. SEVERE       WHIPLASH, PAIN TO NECK, BOTH SHOULDERS, LOWER BACK, AND LEFT FOOT.",NS,Our vehicle struck in rear,1,0.9286108221824679,Slip / Trip / Fall
DENIAL OF PAYOUT FOR 6 SPORTS WAGER TICKETS,GD,Alleged Negligent Act,0,0.8211979292152498,Rear-End Collision (IV hits OV)
A ROCK STRUCK THE VEHICLES WINDSHIELD CAUSING A CRACK IN THE          CENTER AND 3 CHIPS.D,GD,Road debris/road hazard,10,1.0,Delivery / Door/Window Damage
WATER DAMAGE DAMAGE CLAIM NUMBER 230123  031649,PB,e-Commerce,3,0.9091226463716712,Small Property Damage
FIRE,RB,Fire - Auto,-1,0.0,Miscellaneous / Noise
"SMALL PD IV DRIVER WAS EXITING CUSTOMER DRIVEWAY, WHEN REAR OF    VEHICLE MADE CONTACT WITH METAL GATE, BENDING IT. NO DAMAGE TO THEIV. NO INJURIES WERE REPORTED.",AL,Struck animal or object,6,0.7733173564993189,School Bus / Student Accident
"THE IV SLID INTO AN ACCIDENT THAT HAPPENED IN THE SNOW, AND OV1   COLLIDED INTO THE IV. THE IV COLLIDED WITH OV2 THAT WAS INVOLVED  IN THE FIRST ACCIDENT. THE IV WAS A TOTALED LOSS AND TOWED. THREE PASSENGERS FROM THE OV2 WERE INJURED AND TAKEN BY THE AMBULANCE.",AB,Sideswipe or lane change,1,1.0,Slip / Trip / Fall
CLAIMANT SLIPPED DUE TO A GREEN TOMATO ON THE FLOOR.,GB,Alleged Negligent Act,0,0.9627088692866019,Rear-End Collision (IV hits OV)
THE GUESTS HAD DINNER IN THE DINING AREA AND ONE GUEST BECAME VERYILL AFTERWARDS.,PA,Alleged contamination or spoilage,0,1.0,Rear-End Collision (IV hits OV)
SMALL PD. THE IV DRIVER WAS SERVICING AT THE COMMERCIAL SITE WHEN THE IV STRUCK THE ELECTRIC WIRE WHICH DAMAGED THE ELECTRIC PANEL. THE IV HAS NO DAMAGE. NO INJURIES SUSTAINED.,AL,Struck/pulled down wires,6,1.0,School Bus / Student Accident
"FEMALE PATRON ALLEGEDLY TRIPPED AND FELL IN THE FOOD COURT. TRANSPORTED TO BETH ISRAEL IN PLYMOUTH, MA FOR EVALUATION.",GB,Alleged improper maintenance - other,0,1.0,Rear-End Collision (IV hits OV)
OV TRAVELLING THROUGH GREEN LIGHT WHEN IV RAN TRAFFIC LIGHT       COLLIDING INTO OV,AB,Intersection accident,4,0.9290845693570131,Vehicle Damage While Driving
"WHILE TRAVELING ON 155 IV WINDSHIELD WAS STRUCK BY A ROCK.DAMAGE      TO WINDSHIELD, NO INJURIES REPORTED.D",GD,Road debris/road hazard,-1,0.0,Miscellaneous / Noise
"HOMEOWNER: DIANA KENNARD, CONTACT NUMBER: 832-744-7672. HOMEOWNER WAS CONTACTED BY ANSCO CUSTOMER CARE ON 12-05-2022, SHE REPORTED  THAT SHE HAD SEWER DAMAGE WITH A BACKUP THAT OCCURRED IN THE HOME ON 11-22-2022. SHE STATED THAT THE WATER BACKED UP AND FLOODED THEFLOORS AND WALLS. SHE STATED THAT SHE CONTACTED A PLUMBER (NAME   NOT PROVIDED NOR INVOICES) AND THEY SAW WHERE THE FIBER LINE HAD  WENT THROUGH HER SEWER LINE. SHE STATED THE PLUMBER MADE THE      REPAIRS TO THE SEWER LINE. S",GD,Alleged Negligent Act,3,0.6718019990712047,Small Property Damage
